,Company.Name,Date,Group.1,Group.2,PR_AVG_Tone,PR_LM_Tone,PR_LIWC_Tone,PR_DIC_Tone,PR_H06_Tone,PR_H08_Tone,MA_AVG_Tone,MA_LM_Tone,MA_LIWC_Tone,MA_DIC_Tone,MA_H06_Tone,MA_H08_Tone
1314,BP,01/02/2010,BP,01/02/2010,-0.066666667,-0.333333333,0,0,0,0,0.129467085,0.1,0.515151515,0.066666667,0,-0.034482759
2444,CRANSWICK,01/02/2010,CRANSWICK,01/02/2010,0.951470588,1,1,1,0.882352941,0.875,0.828727221,0.818181818,0.888888889,0.692307693,0.874509804,0.869747899
3628,GLAXOSMITHKLINE,01/02/2010,GLAXOSMITHKLINE,01/02/2010,0.38499005,0.023076923,0.79661017,0.561403509,0.271929825,0.271929825,0.315234297,0.242307693,0.507575758,0.2,0.323529412,0.302758621
8856,XSTRATA DEAD - 03/05/13,01/02/2010,XSTRATA DEAD - 03/05/13,01/02/2010,0.19330708,-0.28125,0.102040816,0.090909091,0.529411765,0.525423729,0.533333333,0,1,1,0.333333333,0.333333333
404,ARM HOLDINGS,02/02/2010,ARM HOLDINGS,02/02/2010,0.291140736,0,0.577854671,0.138211382,0.367088608,0.37254902,0.349362674,0.233164983,0.632034632,0.293650794,0.296296296,0.291666667
1315,BP,02/02/2010,BP,02/02/2010,0.127293473,-0.122969518,0.374032792,-0.039119433,0.212261761,0.212261761,-0.038683804,-0.378481649,0.143841799,-0.297179252,0.171713073,0.166687009
1919,CABLE & WIRELESS COMMS.,02/02/2010,CABLE & WIRELESS COMMS.,02/02/2010,0.56568481,0.627118644,0.811764706,0.287356322,0.540540541,0.561643836,-0.189935973,-0.444444444,0.151515152,-0.473684211,-0.130434783,-0.052631579
2584,DAIRY CREST,02/02/2010,DAIRY CREST,02/02/2010,0.815614217,0.771428571,0.888888889,0.826086957,0.8,0.791666667,0.327171717,0.222222223,0.636363637,0.3,0.25,0.227272728
4246,IMPERIAL TOBACCO GP.,02/02/2010,IMPERIAL TOBACCO GP.,02/02/2010,0.45562383,0.111111111,0.583333333,0.176470588,0.709090909,0.698113208,0.225964962,-0.021448606,0.404993253,-0.092173913,0.443909239,0.394544836
6809,SAINSBURY (J),02/02/2010,SAINSBURY (J),02/02/2010,0.44744956,0.222222222,0.625,0.411764706,0.5,0.47826087,0.229954164,-0.136363637,0.4375,0.071428572,0.364705883,0.4125
7728,TESCO,02/02/2010,TESCO,02/02/2010,0.44744956,0.222222222,0.625,0.411764706,0.5,0.47826087,0.229954164,-0.136363637,0.4375,0.071428572,0.364705883,0.4125
638,AUTONOMY CORP. DEAD - 14/11/11,03/02/2010,AUTONOMY CORP. DEAD - 14/11/11,03/02/2010,0.445450379,0.146067416,0.614754098,0.069767442,0.701298701,0.695364238,0.78470696,0.619047619,0.846153846,0.625,0.916666667,0.916666667
1316,BP,03/02/2010,BP,03/02/2010,0.391342884,0.135135135,0.512195122,0.35483871,0.454545455,0.5,-0.017412263,-0.345340464,0.181570474,-0.40067126,0.24099766,0.236382275
1880,BWIN PARTY DIGITAL ENTM.,03/02/2010,BWIN PARTY DIGITAL ENTM.,03/02/2010,0.875155675,0.851851852,0.904761905,0.727272727,0.945945946,0.945945946,0.76652666,0.699643494,0.892251739,0.699038462,0.772826087,0.768873518
2115,CARPETRIGHT,03/02/2010,CARPETRIGHT,03/02/2010,0.490257413,0.111111111,0.333333333,0.612903226,0.666666667,0.727272727,0.298637034,-0.237229437,0.281244779,0.58590058,0.43069349,0.432575758
7360,SSE,03/02/2010,SSE,03/02/2010,0.683610899,0.533333333,0.772727273,0.828571429,0.647058824,0.636363636,0.768581994,0.333333333,0.732142857,1,0.891812866,0.885620915
3629,GLAXOSMITHKLINE,04/02/2010,GLAXOSMITHKLINE,04/02/2010,0.477545773,0.054828469,0.409322935,0.411180969,0.757283951,0.75511254,0.151751764,-0.407905983,0.353892821,-0.024992575,0.420021829,0.417742727
3938,HIBU SUSP - 25/07/13,04/02/2010,HIBU SUSP - 25/07/13,04/02/2010,0.0751349,-0.048387097,0.239344262,0.160714286,0.007874016,0.016129032,-0.12,-0.166666667,-0.133333333,0.2,-0.25,-0.25
5073,MCBRIDE,04/02/2010,MCBRIDE,04/02/2010,0.500114757,0.343283582,0.637735849,0.32885906,0.583333333,0.607361963,0.582352941,0.1,0.882352941,0.8,0.564705883,0.564705883
5511,NATIONAL GRID,04/02/2010,NATIONAL GRID,04/02/2010,0.213903728,0.219512195,0.365079365,-0.128205128,0.265306122,0.347826087,0.523809524,0.428571429,1,0.333333333,0.428571429,0.428571429
6572,ROYAL DUTCH SHELL A(LON),04/02/2010,ROYAL DUTCH SHELL A(LON),04/02/2010,0.208656576,-0.158584535,0.663052808,0.248226951,0.169375535,0.121212121,-0.286746713,-0.628957004,0.134271555,-0.512842713,-0.213102702,-0.213102702
8116,UNILEVER (UK),04/02/2010,UNILEVER (UK),04/02/2010,0.532456536,0.202185792,0.685618729,0.6,0.586538462,0.587939698,0.30527096,0.079776781,0.454615877,0.340048954,0.323132065,0.328781122
8343,VODAFONE GROUP,04/02/2010,VODAFONE GROUP,04/02/2010,0.556097431,0.316239316,0.6,0.811320755,0.523012552,0.52991453,0.408985984,0.047315593,0.728106293,0.395619599,0.446120952,0.427767482
993,BG GROUP,05/02/2010,BG GROUP,05/02/2010,0.205017387,-0.359375,0.634146341,0.36416185,0.195402299,0.190751445,0.015353535,-0.454545455,0.555555556,0.166666667,-0.090909091,-0.1
1492,BRITISH AIRWAYS DEAD - EX.INTO 74190D,05/02/2010,BRITISH AIRWAYS DEAD - EX.INTO 74190D,05/02/2010,0.189975275,0.044776119,0.305555556,0.084745763,0.23943662,0.275362319,-0.276733025,-0.523478728,-0.101442841,-0.447454844,-0.155644356,-0.155644356
2379,COMPASS GROUP,05/02/2010,COMPASS GROUP,05/02/2010,0.506666667,0,0.666666667,0.666666667,0.6,0.6,0.769670592,0.80952381,0.925925926,0.9,0.612903226,0.6
3630,GLAXOSMITHKLINE,05/02/2010,GLAXOSMITHKLINE,05/02/2010,0.930555556,0.777777778,0.875,1,1,1,0.134277738,-0.320676766,0.278853755,-0.024107143,0.36865942,0.36865942
6573,ROYAL DUTCH SHELL A(LON),05/02/2010,ROYAL DUTCH SHELL A(LON),05/02/2010,0.115251986,-0.142857143,0.404255319,0.028571429,0.125,0.161290323,-0.434612911,-0.853174603,-0.111111111,-0.743790849,-0.253449528,-0.211538462
6428,RIO TINTO,09/02/2010,RIO TINTO,09/02/2010,0.065469024,-0.066666667,0.47826087,-0.238095238,0.076923077,0.076923077,0.401973981,0.029411765,0.772727273,0.571428572,0.320512821,0.315789474
6689,SABMILLER,09/02/2010,SABMILLER,09/02/2010,0.492549267,0.19008004,0.636460554,0.545275888,0.545636494,0.545293359,-0.429601449,-1,0.196078431,-1,-0.129411765,-0.214673913
7954,TUI TRAVEL,09/02/2010,TUI TRAVEL,09/02/2010,0.1435306,-0.003267974,0.536723164,-0.132478633,0.157458564,0.159217877,0.546963563,0.473684211,0.684210526,0.5,0.538461538,0.538461538
1065,BHP BILLITON,10/02/2010,BHP BILLITON,10/02/2010,0.621960016,0.52238078,0.715438597,0.578056412,0.639536424,0.654387866,0.440448184,0.16969697,0.567251462,0.071428572,0.704174229,0.68968969
6173,RECKITT BENCKISER GROUP,10/02/2010,RECKITT BENCKISER GROUP,10/02/2010,0.670166131,0.52,0.674796748,0.615819209,0.771428571,0.768786127,0.571372877,0.052631579,0.428571429,0.666666667,0.857142857,0.851851852
284,ANGLO AMERICAN,11/02/2010,ANGLO AMERICAN,11/02/2010,-0.007726441,-0.269454123,0.532011871,-0.488215488,0.095238095,0.09178744,0.047751968,-0.521588089,0.496594428,-0.226666666,0.245714286,0.244705882
1692,BSS GROUP DEAD - T/O BY 931669,11/02/2010,BSS GROUP DEAD - T/O BY 931669,11/02/2010,0.438730635,0.166666667,0.652173913,0.47826087,0.448275862,0.448275862,0.580952381,0.714285714,0.857142857,0.333333333,0.5,0.5
1744,BT GROUP,11/02/2010,BT GROUP,11/02/2010,0.391296587,0.072654253,0.853658537,-0.047619048,0.538004246,0.539784946,0.238205049,-0.118566308,0.811005693,0.011111111,0.242222222,0.245252525
2771,DIAGEO,11/02/2010,DIAGEO,11/02/2010,0.289221321,-0.119873817,0.680503145,0.248847926,0.322418136,0.314211213,-0.041315536,-0.266233766,0.396031746,-0.018518519,-0.168650794,-0.149206349
5444,MOUCHEL GROUP DEAD - 28/08/12,11/02/2010,MOUCHEL GROUP DEAD - 28/08/12,11/02/2010,0.76357335,0.655913978,0.878787879,0.837837838,0.72815534,0.717171717,0.438956044,0.076923077,0.375,0.142857143,0.8,0.8
6429,RIO TINTO,11/02/2010,RIO TINTO,11/02/2010,0.051048202,-0.31547619,0.44014733,-0.107843137,0.123028391,0.115384615,0.266990912,-0.318214996,0.468905295,0.187244999,0.500245588,0.496773673
6495,ROLLS-ROYCE HOLDINGS,11/02/2010,ROLLS-ROYCE HOLDINGS,11/02/2010,0.759542111,0.678222222,0.798059965,0.724023275,0.797270955,0.800134138,0.513526562,-0.025832555,0.655093795,0.402777778,0.767796896,0.767796896
7170,SMITH & NEPHEW,11/02/2010,SMITH & NEPHEW,11/02/2010,0.577182684,0.279503106,0.746938776,0.495652174,0.682403433,0.681415929,0.619283034,0.331541219,0.751633987,0.504761905,0.756190476,0.752287582
7332,SPORTS DIRECT INTL.,11/02/2010,SPORTS DIRECT INTL.,11/02/2010,0.347692307,0.2,0.538461538,0.111111111,0.444444444,0.444444444,0.364554335,0.273809524,0.53015873,-0.227661228,0.601010101,0.645454545
7770,THOMAS COOK GROUP,11/02/2010,THOMAS COOK GROUP,11/02/2010,0.160730712,0.345454545,0.193548387,-0.081081081,0.170731707,0.175,0.276677223,0.02962963,0.286637931,-0.156565657,0.611842106,0.611842106
178,ALLIED GOLD MINING DEAD - 10/09/12,15/02/2010,ALLIED GOLD MINING DEAD - 10/09/12,15/02/2010,0.111504407,-0.372093023,0.470319635,0.015384615,0.236363636,0.20754717,0.157179487,-0.733333333,-0.230769231,-0.25,1,1
3257,FIDESSA GROUP,15/02/2010,FIDESSA GROUP,15/02/2010,0.537816716,0.291005291,0.673239437,0.47826087,0.619047619,0.627530364,0.786761768,0.875,0.941176471,0.607142857,0.755244755,0.755244755
7275,SPEEDY HIRE,15/02/2010,SPEEDY HIRE,15/02/2010,0.540814635,0.523809524,0.813953488,0.5,0.411764706,0.454545455,0.607619048,0.571428571,1,0.666666667,0.4,0.4
2731,DEVRO,16/02/2010,DEVRO,16/02/2010,0.528767843,0.383259912,0.597222222,0.451612903,0.602888087,0.608856089,0.548571429,0.142857143,0.666666667,0.333333333,0.8,0.8
2867,DOMINO'S PIZZA GROUP,16/02/2010,DOMINO'S PIZZA GROUP,16/02/2010,0.643353696,0.526315789,0.762419006,0.547325103,0.696498054,0.684210526,0.721959522,0.538461538,0.857142857,0.818181818,0.703703704,0.692307692
4136,ICTL.HTLS.GP.,16/02/2010,ICTL.HTLS.GP.,16/02/2010,0.048660044,-0.188571429,0.550913838,0.197452229,-0.145762712,-0.170731707,0.128569214,-0.174871795,0.49906015,0.75,-0.215671143,-0.215671143
5981,PREMIER FOODS,16/02/2010,PREMIER FOODS,16/02/2010,0.318241416,-0.01320132,0.546637744,0.078341014,0.492473118,0.486956522,0.564705882,0.541666667,0.740196079,0.208333334,0.666666667,0.666666667
623,ATKINS (WS),17/02/2010,ATKINS (WS),17/02/2010,0.46986532,0.375,0.555555556,0.636363636,0.375,0.407407407,0.749411765,0.625,0.875,1,0.647058824,0.6
4487,JARVIS SUSP - 25/03/10,17/02/2010,JARVIS SUSP - 25/03/10,17/02/2010,0.522843823,0.575757576,0.692307692,0.384615385,0.5,0.461538462,0.128266488,-0.2,0.261029412,0.113636364,0.2,0.266666667
6339,REXAM,17/02/2010,REXAM,17/02/2010,0.148652298,-0.100436681,0.563318777,0.056962025,0.114845938,0.108571429,0.3001969,0.148387097,0.535714286,0.5,0.145454546,0.171428572
285,ANGLO AMERICAN,18/02/2010,ANGLO AMERICAN,18/02/2010,0.462619048,-0.428571429,0.741666667,0,1,1,-0.347619048,-0.666666667,0.5,-1,-0.285714286,-0.285714286
756,BAE SYSTEMS,18/02/2010,BAE SYSTEMS,18/02/2010,0.632381751,0.419354839,0.641666667,0.7039801,0.703180212,0.693726938,-0.064561404,-0.789473684,0.3,-0.5,0.333333333,0.333333333
2958,EASYJET,18/02/2010,EASYJET,18/02/2010,0.054216889,-0.318181818,0.867346939,0.096045198,-0.181818182,-0.192307693,0.68,0.6,1,0.6,0.6,0.6
4326,INNOVATION GROUP,18/02/2010,INNOVATION GROUP,18/02/2010,0.755432068,0.4375,1,0.636363636,0.857142857,0.846153846,-0.12,0.166666667,0.5,-0.6,-0.333333333,-0.333333333
4733,KINGFISHER,18/02/2010,KINGFISHER,18/02/2010,0.192250958,-0.055555556,0.318181818,-0.0625,0.379310345,0.381818182,0.203098518,-0.086111111,0.344635628,0.281687675,0.239841331,0.235439068
4774,LADBROKES,18/02/2010,LADBROKES,18/02/2010,0.157936543,-0.152224824,0.498559078,-0.053003534,0.258566978,0.237785016,0.029064039,-0.142857143,0.5,-0.142857143,-0.034482759,-0.034482759
6236,REED ELSEVIER,18/02/2010,REED ELSEVIER,18/02/2010,0.322293419,-0.032517149,0.542022299,0.540717348,0.286519325,0.274725275,0.199738679,-0.158032444,0.209540804,0.426154672,0.260515182,0.260515182
286,ANGLO AMERICAN,19/02/2010,ANGLO AMERICAN,19/02/2010,0.373698754,0.084615669,0.673321408,0.518802577,0.302809648,0.288944469,0.244772131,-0.099769796,0.534291559,0.261577312,0.266412898,0.261348684
6297,RENTOKIL INITIAL,19/02/2010,RENTOKIL INITIAL,19/02/2010,0.328401919,-0.044444444,0.556666667,0.275,0.422969188,0.431818182,0.407054037,-0.066666667,0.161290323,0.333333333,0.783783784,0.823529412
497,ASSOCIATED BRIT.FOODS,22/02/2010,ASSOCIATED BRIT.FOODS,22/02/2010,0.688333333,0.633333333,0.675,0.8,0.666666667,0.666666667,0.791655956,0.629693224,0.836674347,0.742063492,0.865184099,0.884664619
1066,BHP BILLITON,22/02/2010,BHP BILLITON,22/02/2010,-0.066666667,-0.333333333,0,0,0,0,0.532400932,0,0.636363636,0.333333333,0.846153846,0.846153846
585,ASTRAZENECA,23/02/2010,ASTRAZENECA,23/02/2010,0.133333333,-1,0.666666667,1,0,0,-0.399267399,-0.714285714,0.384615385,-1,-0.333333333,-0.333333333
3006,ELEMENTIS,23/02/2010,ELEMENTIS,23/02/2010,0.374702422,0.175487465,0.611548556,0.434146341,0.333333333,0.318996416,0.566666667,0.425,0.533333334,0.125,0.875,0.875
3631,GLAXOSMITHKLINE,23/02/2010,GLAXOSMITHKLINE,23/02/2010,0.179285414,-0.4,0.983606557,0.466666667,-0.076923077,-0.076923077,-0.147611501,-0.52,-0.2,-0.304347826,0.125,0.161290323
849,BARRATT DEVELOPMENTS,24/02/2010,BARRATT DEVELOPMENTS,24/02/2010,-0.002504118,-0.205020921,0.339943343,-0.043879908,-0.055944056,-0.047619048,0.328571428,0,0.5,0,0.571428571,0.571428571
4839,LOGICA DEAD - 24/08/12,24/02/2010,LOGICA DEAD - 24/08/12,24/02/2010,0.459058776,0.202453988,0.692929293,0.465116279,0.46961326,0.465181058,0.495631217,0.231111111,0.725555556,0.497222222,0.517403691,0.506863507
7881,TRAVIS PERKINS,24/02/2010,TRAVIS PERKINS,24/02/2010,0.137375961,-0.020242915,0.528089888,-0.012345679,0.101214575,0.090163934,-0.366923077,-0.25,0,-0.384615385,-0.6,-0.6
1539,BRITISH AMERICAN TOBACCO,25/02/2010,BRITISH AMERICAN TOBACCO,25/02/2010,1,1,1,1,1,1,0.274587518,-0.237518037,0.549849569,0.154882155,0.452861953,0.452861953
2039,CAPITA,25/02/2010,CAPITA,25/02/2010,0.594148271,0.253164557,0.753424658,0.540983607,0.717647059,0.705521472,0.525944151,0.166666667,0.639257295,0.483333334,0.670231729,0.670231729
2224,CENTRICA,25/02/2010,CENTRICA,25/02/2010,0.342301097,-0.076419214,0.664220975,0.332541568,0.395973154,0.395189003,0.273170732,0.111111111,0.365853659,0.222222222,0.333333333,0.333333333
2906,DUNELM GROUP,25/02/2010,DUNELM GROUP,25/02/2010,0.303326403,-0.076923077,0.945945946,0.269230769,0.189189189,0.189189189,0.593333333,0.6,0.666666667,0.2,0.75,0.75
3632,GLAXOSMITHKLINE,25/02/2010,GLAXOSMITHKLINE,25/02/2010,0.152377989,-0.228632479,0.273797397,0.176576577,0.261302294,0.278846154,0.295017544,0,0.44,-0.333333333,0.684210526,0.684210526
3694,GO-AHEAD GROUP,25/02/2010,GO-AHEAD GROUP,25/02/2010,0.325605406,0.030927835,0.531120332,0.13986014,0.446666667,0.479452055,-0.038669468,-0.2,0.333333333,-0.142857143,-0.058823529,-0.125
4109,HUNTING,25/02/2010,HUNTING,25/02/2010,0.222230807,-0.036585366,0.636942675,0.234375,0.140271493,0.136150235,0.767953216,0.6,0.684210526,1,0.777777778,0.777777778
5479,NATIONAL EXPRESS,25/02/2010,NATIONAL EXPRESS,25/02/2010,0.398037402,0.110220441,0.603864734,0.14556962,0.561904762,0.568627451,-0.044843198,-0.364705883,0.101449275,-0.154761905,0.113445379,0.080357143
6142,RANK GROUP,25/02/2010,RANK GROUP,25/02/2010,0.331556183,0.093617021,0.544426494,0.257894737,0.383529412,0.378313253,0.559602523,0.333333334,0.626373626,0.441176471,0.698564593,0.698564593
934,BERENDSEN,26/02/2010,BERENDSEN,26/02/2010,0.270781262,-0.121212121,0.534296029,0.242647059,0.345794393,0.352380952,0.4,1,1,-1,0.5,0.5
2357,COLT GROUP,26/02/2010,COLT GROUP,26/02/2010,0.279492456,0.181818182,0.533333333,0.127272727,0.280701754,0.274336283,0.281313131,-0.25,0.777777778,0.333333333,0.272727273,0.272727273
3960,HIWAVE TECHNOLOGIES DEAD - 08/03/13,26/02/2010,HIWAVE TECHNOLOGIES DEAD - 08/03/13,26/02/2010,0.159455686,0.02,0.403314917,-0.064220183,0.196078431,0.242105263,0.261428572,0,0.2,0.25,0.428571429,0.428571429
6353,RIGHTMOVE,26/02/2010,RIGHTMOVE,26/02/2010,0.134754524,-0.242647059,0.656348705,0.088311688,0.088135593,0.083623693,0.31038961,0.416666667,0.818181818,-0.107142857,0.212121212,0.212121212
8617,WILLIAM HILL,26/02/2010,WILLIAM HILL,26/02/2010,0.320175778,0.272727273,0.534109817,0.139784946,0.327272727,0.326984127,0.240756303,-0.25,0.571428571,1,-0.058823529,-0.058823529
5747,PEARSON,01/03/2010,PEARSON,01/03/2010,0.827272727,0.5,0.636363636,1,1,1,0.751075193,0.453333333,0.864656085,0.886111111,0.777791563,0.773483871
6928,SENIOR,01/03/2010,SENIOR,01/03/2010,0.230039412,0.160305344,0.460269865,0.14713217,0.187628866,0.194860814,0.053672643,0.230769231,0.142857143,0,-0.052631579,-0.052631579
2477,CRH,02/03/2010,CRH,02/03/2010,0.021951853,-0.284768212,0.529636711,0.164383562,-0.144654088,-0.15483871,-0.164711779,-0.333333333,0.052631579,-0.142857143,-0.2,-0.2
4301,INFORMA,02/03/2010,INFORMA,02/03/2010,0.387797272,-0.110907812,0.796008869,0.326923077,0.468076286,0.458885942,0.511933622,0.4,0.688888889,0.857142857,0.306818182,0.306818182
5677,PACE,02/03/2010,PACE,02/03/2010,0.70135088,0.550543025,0.664519906,0.595073892,0.847560976,0.849056604,0.297904762,-0.25,0.25,0.142857143,0.68,0.666666667
5837,PERSIMMON,02/03/2010,PERSIMMON,02/03/2010,0.425795256,0.26199262,0.625935162,0.313559322,0.463203463,0.464285714,0.251747003,0.038942308,0.557467533,0.027564103,0.317380536,0.317380536
8258,VESUVIUS,02/03/2010,VESUVIUS,02/03/2010,0.159916001,-0.173228346,0.538290788,0.167958656,0.137724551,0.128834356,0.255,0,0.5,0.066666667,0.375,0.333333333
8718,WOOD GROUP (JOHN),02/03/2010,WOOD GROUP (JOHN),02/03/2010,0.333092199,0.194274029,0.562798092,0.420435511,0.253521127,0.234432234,0.431818182,0.333333333,0.825757576,1,0,0
442,ARRIVA DEAD - 31/08/10,03/03/2010,ARRIVA DEAD - 31/08/10,03/03/2010,0.502768626,0.25974026,0.72815534,0.448559671,0.539393939,0.537993921,0.465476191,0.2,0.785714286,0.466666667,0.4375,0.4375
1317,BP,03/03/2010,BP,03/03/2010,0.792857143,0.75,1,0.714285714,0.75,0.75,0.426663378,0.137790953,0.542656054,0.27030303,0.58560389,0.596962963
4465,ITV,03/03/2010,ITV,03/03/2010,0.097384191,-0.217665615,0.486694264,0.038461538,0.089005236,0.090425532,0.095906553,-0.231372549,0.505952381,0.057692308,0.066666667,0.080593958
6319,RESTAURANT GROUP,03/03/2010,RESTAURANT GROUP,03/03/2010,0.428687043,0.111111111,0.634259259,0.429657795,0.484536082,0.483870968,0.72,0.5,0.8,0.5,0.9,0.9
7616,TAYLOR WIMPEY,03/03/2010,TAYLOR WIMPEY,03/03/2010,0.250509387,0.031818182,0.410493827,0.051813472,0.377289377,0.381132075,-0.155705697,-0.537240537,-0.157777778,-0.318181818,0.121693122,0.112978525
671,AVIS EUROPE DEAD - 04/10/11,04/03/2010,AVIS EUROPE DEAD - 04/10/11,04/03/2010,0.09039867,-0.045553145,0.272727273,-0.039325843,0.13225058,0.131894484,-0.072380952,-0.428571429,0.066666667,0,0,0
792,BALFOUR BEATTY,04/03/2010,BALFOUR BEATTY,04/03/2010,0.483449678,0.276752768,0.69544741,0.384615385,0.516129032,0.544303797,0.602645462,0.44,0.787234043,0.52,0.636363636,0.62962963
1881,BWIN PARTY DIGITAL ENTM.,04/03/2010,BWIN PARTY DIGITAL ENTM.,04/03/2010,0.402463513,0.097826087,0.722025913,0.236074271,0.484029484,0.472361809,0.353262985,0.029392482,0.758120209,0.302534799,0.346320346,0.32994709
2318,COBHAM,04/03/2010,COBHAM,04/03/2010,0.469991808,0.027777778,0.595348837,0.481818182,0.62962963,0.615384615,0.560787912,0.266666667,0.31754386,0.630681818,0.801932368,0.787114846
4096,HOWDEN JOINERY GP.,04/03/2010,HOWDEN JOINERY GP.,04/03/2010,0.037719214,-0.044444444,0.35828877,-0.231578947,0.040462428,0.065868263,0.017033702,0.083333333,0.197802198,0.045454546,-0.137254902,-0.104166667
7193,SMITH (DS),04/03/2010,SMITH (DS),04/03/2010,0.650842491,0.333333333,0.692307692,0.8,0.714285714,0.714285714,0.645811966,0.4,0.777777778,0.666666667,0.692307692,0.692307692
7290,SPIRAX-SARCO,04/03/2010,SPIRAX-SARCO,04/03/2010,0.458522597,0.180722892,0.744966443,0.401129944,0.485530547,0.480263158,0.602645462,0.44,0.787234043,0.52,0.636363636,0.62962963
7929,TRINITY MIRROR,04/03/2010,TRINITY MIRROR,04/03/2010,0.073470625,-0.194594595,0.51910828,0.016286645,0.008695652,0.017857143,-0.03911754,-0.235511101,0.479365079,-0.248380952,-0.095530364,-0.095530364
8577,WHITBREAD,04/03/2010,WHITBREAD,04/03/2010,0.771899842,0.545454545,0.6,0.870967742,0.923076923,0.92,0.550611026,0.370126606,0.594040657,0.485852312,0.655918076,0.64711748
4992,MARSHALLS,05/03/2010,MARSHALLS,05/03/2010,0.127627117,-0.158371041,0.481927711,-0.006711409,0.161290323,0.16,0.076776058,-0.176470588,0.473684211,0.166666667,-0.04,-0.04
5148,MICHAEL PAGE INTL.,05/03/2010,MICHAEL PAGE INTL.,05/03/2010,0.358820632,-0.055555556,0.68457539,-0.00931677,0.588957055,0.585443038,0.339022273,0.43060606,0.754996186,0.120588235,0.200342795,0.188578089
7729,TESCO,05/03/2010,TESCO,05/03/2010,-0.4,-1,0,-1,0,0,0.696037296,0.333333333,1,0.454545455,0.846153846,0.846153846
8802,WPP,05/03/2010,WPP,05/03/2010,0.094751008,-0.177582752,0.524180612,0.112052645,0.002165133,0.0129394,0.274169653,0.043369963,0.573367965,0.552606061,0.104752137,0.096752137
5862,PETROFAC,08/03/2010,PETROFAC,08/03/2010,0.580739583,0.546084944,0.80975657,0.38546028,0.581892144,0.580503979,0.802889984,0.5,0.928571429,0.857142857,0.866666667,0.862068966
339,ANTOFAGASTA,09/03/2010,ANTOFAGASTA,09/03/2010,0.244120689,0.037383178,0.577045696,0.225108225,0.188405797,0.19266055,-0.280576566,-0.440545809,-0.004934211,-0.519230769,-0.219086022,-0.219086022
4309,INMARSAT,09/03/2010,INMARSAT,09/03/2010,0.593081229,0.554787507,0.676663431,0.617047361,0.549533453,0.567374396,0.756825397,0.555555556,1,0.8,0.714285714,0.714285714
8431,WEIR GROUP,09/03/2010,WEIR GROUP,09/03/2010,0.4110591,0.125475285,0.647727273,0.388235294,0.450819672,0.443037975,0.233800602,0.038461539,0.376518219,0.166666667,0.305305305,0.282051282
4280,INCHCAPE,10/03/2010,INCHCAPE,10/03/2010,0.448906934,0.315689981,0.750750751,0.574193548,0.306930693,0.296969697,0.356440781,0.222222222,0.761904762,-0.076923077,0.4375,0.4375
4804,LAIRD,10/03/2010,LAIRD,10/03/2010,0.301430622,0.085271318,0.592841163,0.229813665,0.325757576,0.273469388,0.1977442,-0.138888889,0.680952381,0.294871795,0.075892857,0.075892857
7988,TULLOW OIL,10/03/2010,TULLOW OIL,10/03/2010,0.703237462,0.630136987,0.80331263,0.763513514,0.663054187,0.656169995,0.356440781,0.222222222,0.761904762,-0.076923077,0.4375,0.4375
4040,HOME RETAIL GROUP,11/03/2010,HOME RETAIL GROUP,11/03/2010,-0.319903465,-0.523809524,-0.217391304,-0.090909091,-0.407407407,-0.36,-0.031075847,-0.425555556,0.287796999,0.175676329,-0.129837532,-0.063459474
4617,JOHNSTON PRESS,11/03/2010,JOHNSTON PRESS,11/03/2010,0.234048034,0.002597403,0.613595707,0.086567164,0.237113402,0.230366492,0.419225369,0.425,0.732620321,0.470085471,0.234210527,0.234210527
5369,MORRISON(WM)SPMKTS.,11/03/2010,MORRISON(WM)SPMKTS.,11/03/2010,0.414426461,0.146131805,0.710751665,0.386029412,0.423236515,0.405982906,0.466045788,0.1625,0.771062271,0.48,0.458333334,0.458333334
5522,NESTOR HEALTHCARE DEAD - 03/02/11,11/03/2010,NESTOR HEALTHCARE DEAD - 03/02/11,11/03/2010,0.285423913,-0.134920635,0.601255887,0.294117647,0.333333333,0.333333333,0.390175438,-0.2,0.684210526,0.8,0.333333333,0.333333333
6810,SAINSBURY (J),11/03/2010,SAINSBURY (J),11/03/2010,0.363663004,0,0.538461538,0.384615385,0.466666667,0.428571429,0.303809524,0.2,0.619047619,0.2,0.25,0.25
8480,WETHERSPOON (JD),11/03/2010,WETHERSPOON (JD),11/03/2010,0.351091606,0.274193548,0.7,0.2,0.298245614,0.283018868,0.476835824,0.280373303,0.713620526,0.525793651,0.433416569,0.430975074
3381,FRENCH CONNECTN.GROUP,15/03/2010,FRENCH CONNECTN.GROUP,15/03/2010,0.164957458,-0.322834646,0.260545906,-0.007575758,0.452173913,0.442477876,0.195115165,-0.402242419,0.148686869,-0.019245248,0.628138528,0.620238095
2701,DEBENHAMS,16/03/2010,DEBENHAMS,16/03/2010,0.400762225,0.155555556,0.278688525,0.230769231,0.666666667,0.672131148,0.4211891,0.208315377,0.438480392,0.306956116,0.578982811,0.573210805
3633,GLAXOSMITHKLINE,16/03/2010,GLAXOSMITHKLINE,16/03/2010,0.2,0,0,1,0,0,0.414272913,-0.5,0.111111111,0.714285714,0.875,0.870967742
5893,PHOTO-ME INTL.,16/03/2010,PHOTO-ME INTL.,16/03/2010,0.555286935,0.5,0.692307692,0.428571429,0.6,0.555555556,0.298095238,0.333333333,0.5,-0.142857143,0.4,0.4
